Kind,Date,EntryTime,Strike,OptionType,Signal,Confidence,EntrySpot,EntryPremium,TargetNifty,SLNifty,EstHoldMin,ExitTime,ExitSpot,ExitPremium,ExitReason,HoldMin,PnLSpotPct,PnLPremiumPct,PnLRupees,RollingSig,DirectionSig,CrossAssetSig
EXIT,2026-05-21,11:28:12,23700,PE,BUY PE,42.1,23732.20,174.65,23677.0,23760.0,9.0,11:38:12,23739.05,165.10,TIMEOUT,10.0,-0.03,-5.47,-621,BUY PE,BUY PE,BUY PE
OPEN,2026-05-21,11:39:12,23700,PE,BUY PE,35.3,23732.75,163.80,23680.0,23759.0,9.0,,0.00,0.00,,0.0,0.00,0.00,0,BUY PE,NO TRADE,NO TRADE
EXIT,2026-05-21,11:39:12,23700,PE,BUY PE,35.3,23732.75,163.80,23680.0,23759.0,9.0,11:49:12,23720.00,166.40,TIMEOUT,10.0,0.05,1.59,169,BUY PE,NO TRADE,NO TRADE
OPEN,2026-05-21,12:18:12,23750,CE,BUY CE,35.2,23710.30,139.80,23757.0,23687.0,18.0,,0.00,0.00,,0.0,0.00,0.00,0,BUY CE,NO TRADE,BUY PE
OPEN,2026-05-21,12:27:12,23700,CE,BUY CE,37.4,23668.00,160.15,23717.0,23644.0,18.0,,0.00,0.00,,0.0,0.00,0.00,0,BUY CE,BUY PE,BUY PE
EXIT,2026-05-21,12:18:12,23750,CE,BUY CE,35.2,23710.30,139.80,23757.0,23687.0,18.0,12:27:12,23668.00,137.00,SL,9.0,-0.18,-2.00,-182,BUY CE,NO TRADE,BUY PE
EXIT,2026-05-21,12:27:12,23700,CE,BUY CE,37.4,23668.00,160.15,23717.0,23644.0,18.0,12:34:12,23652.85,144.15,FLIP,7.0,-0.06,-9.99,-1040,BUY CE,BUY PE,BUY PE
OPEN,2026-05-21,12:34:12,23600,PE,BUY PE,37.6,23661.70,169.35,23613.0,23686.0,9.0,,0.00,0.00,,0.0,0.00,0.00,0,BUY PE,BUY PE,BUY PE
EXIT,2026-05-21,12:34:12,23600,PE,BUY PE,37.6,23661.70,169.35,23613.0,23686.0,9.0,12:36:12,23668.00,169.35,FLIP,2.0,-0.03,0.00,0,BUY PE,BUY PE,BUY PE
OPEN,2026-05-21,12:36:12,23700,CE,BUY CE,36.9,23659.05,137.55,23707.0,23635.0,18.0,,0.00,0.00,,0.0,0.00,0.00,0,BUY PE,BUY CE,BUY PE
EXIT,2026-05-21,12:36:12,23700,CE,BUY CE,36.9,23659.05,137.55,23707.0,23635.0,18.0,12:37:12,23659.05,137.55,FLIP,1.0,0.00,0.00,0,BUY PE,BUY CE,BUY PE
OPEN,2026-05-21,12:37:12,23600,PE,BUY PE,37.1,23660.30,159.45,23611.0,23685.0,9.0,,0.00,0.00,,0.0,0.00,0.00,0,BUY PE,BUY PE,BUY PE
EXIT,2026-05-21,12:37:12,23600,PE,BUY PE,37.1,23660.30,159.45,23611.0,23685.0,9.0,12:38:12,23660.30,159.45,FLIP,1.0,0.00,0.00,0,BUY PE,BUY PE,BUY PE
OPEN,2026-05-21,12:38:12,23700,CE,BUY CE,37.8,23644.05,143.90,23695.0,23619.0,18.0,,0.00,0.00,,0.0,0.00,0.00,0,BUY PE,BUY CE,BUY PE
OPEN,2026-05-21,12:41:12,23650,CE,BUY CE,38.7,23615.30,157.70,23667.0,23589.0,18.0,,0.00,0.00,,0.0,0.00,0.00,0,BUY PE,BUY CE,BUY CE
EXIT,2026-05-21,12:38:12,23700,CE,BUY CE,37.8,23644.05,143.90,23695.0,23619.0,18.0,12:41:12,23615.30,134.95,SL,3.0,-0.12,-6.22,-582,BUY PE,BUY CE,BUY PE
EXIT,2026-05-21,12:41:12,23650,CE,BUY CE,38.7,23615.30,157.70,23667.0,23589.0,18.0,12:43:12,23613.70,145.90,FLIP,2.0,-0.01,-7.48,-767,BUY PE,BUY CE,BUY CE
OPEN,2026-05-21,12:43:12,23600,PE,BUY PE,39.1,23629.50,193.10,23577.0,23656.0,9.0,,0.00,0.00,,0.0,0.00,0.00,0,BUY PE,BUY PE,BUY CE
OPEN,2026-05-21,12:46:12,23550,PE,BUY PE,39.1,23621.65,159.90,23568.0,23649.0,9.0,,0.00,0.00,,0.0,0.00,0.00,0,BUY PE,BUY PE,BUY PE
EXIT,2026-05-21,12:43:12,23600,PE,BUY PE,39.1,23629.50,193.10,23577.0,23656.0,9.0,12:53:12,23640.40,184.70,TIMEOUT,10.0,-0.05,-4.35,-546,BUY PE,BUY PE,BUY CE
OPEN,2026-05-21,12:54:12,23600,PE,BUY PE,41.2,23638.90,179.60,23586.0,23665.0,9.0,,0.00,0.00,,0.0,0.00,0.00,0,BUY PE,BUY PE,BUY PE
EXIT,2026-05-21,12:46:12,23550,PE,BUY PE,39.1,23621.65,159.90,23568.0,23649.0,9.0,12:56:12,23635.15,156.45,TIMEOUT,10.0,-0.06,-2.16,-224,BUY PE,BUY PE,BUY PE
OPEN,2026-05-21,12:59:12,23550,PE,BUY PE,36.7,23622.70,159.80,23571.0,23649.0,9.0,,0.00,0.00,,0.0,0.00,0.00,0,BUY PE,BUY CE,BUY PE
EXIT,2026-05-21,12:54:12,23600,PE,BUY PE,41.2,23638.90,179.60,23586.0,23665.0,9.0,13:01:12,23622.65,185.95,FLIP,7.0,0.07,3.54,413,BUY PE,BUY PE,BUY PE
EXIT,2026-05-21,12:59:12,23550,PE,BUY PE,36.7,23622.70,159.80,23571.0,23649.0,9.0,13:01:12,23622.65,161.80,FLIP,2.0,0.00,1.25,130,BUY PE,BUY CE,BUY PE
OPEN,2026-05-21,13:01:12,23650,CE,BUY CE,36.4,23621.25,149.20,23670.0,23597.0,18.0,,0.00,0.00,,0.0,0.00,0.00,0,BUY PE,BUY CE,BUY PE
EXIT,2026-05-21,13:01:12,23650,CE,BUY CE,36.4,23621.25,149.20,23670.0,23597.0,18.0,13:04:12,23607.30,148.35,FLIP,3.0,-0.06,-0.57,-55,BUY PE,BUY CE,BUY PE
OPEN,2026-05-21,13:04:12,23550,PE,BUY PE,37.0,23604.90,165.05,23552.0,23631.0,9.0,,0.00,0.00,,0.0,0.00,0.00,0,BUY CE,BUY PE,BUY CE
OPEN,2026-05-21,13:06:12,23600,PE,BUY PE,39.8,23628.45,190.50,23578.0,23653.0,9.0,,0.00,0.00,,0.0,0.00,0.00,0,BUY PE,BUY PE,BUY PE
EXIT,2026-05-21,13:04:12,23550,PE,BUY PE,37.0,23604.90,165.05,23552.0,23631.0,9.0,13:09:12,23632.25,163.70,SL,5.0,-0.12,-0.82,-88,BUY CE,BUY PE,BUY CE
EXIT,2026-05-21,13:06:12,23600,PE,BUY PE,39.8,23628.45,190.50,23578.0,23653.0,9.0,13:16:12,23642.65,170.55,TIMEOUT,10.0,-0.06,-10.47,-1297,BUY PE,BUY PE,BUY PE
OPEN,2026-05-21,13:17:12,23600,PE,BUY PE,41.2,23644.15,173.25,23594.0,23669.0,9.0,,0.00,0.00,,0.0,0.00,0.00,0,BUY PE,BUY PE,BUY PE
EXIT,2026-05-21,13:17:12,23600,PE,BUY PE,41.2,23644.15,173.25,23594.0,23669.0,9.0,13:27:12,23635.90,172.00,TIMEOUT,10.0,0.03,-0.72,-81,BUY PE,BUY PE,BUY PE
OPEN,2026-05-21,13:28:12,23600,PE,BUY PE,37.2,23641.30,172.00,23596.0,23664.0,9.0,,0.00,0.00,,0.0,0.00,0.00,0,BUY PE,BUY PE,NO TRADE
OPEN,2026-05-21,13:32:12,23550,PE,BUY PE,36.7,23623.75,154.90,23580.0,23646.0,9.0,,0.00,0.00,,0.0,0.00,0.00,0,BUY PE,BUY PE,BUY PE
EXIT,2026-05-21,13:32:12,23550,PE,BUY PE,36.7,23623.75,154.90,23580.0,23646.0,9.0,13:35:12,23646.15,143.00,SL,3.0,-0.09,-7.68,-774,BUY PE,BUY PE,BUY PE
EXIT,2026-05-21,13:28:12,23600,PE,BUY PE,37.2,23641.30,172.00,23596.0,23664.0,9.0,13:37:12,23668.40,165.20,SL,9.0,-0.11,-3.95,-442,BUY PE,BUY PE,NO TRADE
OPEN,2026-05-21,13:38:12,23700,CE,BUY CE,36.0,23669.10,137.70,23716.0,23646.0,18.0,,0.00,0.00,,0.0,0.00,0.00,0,BUY CE,BUY CE,BUY PE
EXIT,2026-05-21,13:38:12,23700,CE,BUY CE,36.0,23669.10,137.70,23716.0,23646.0,18.0,13:40:12,23671.35,137.70,FLIP,2.0,0.01,0.00,0,BUY CE,BUY CE,BUY PE
OPEN,2026-05-21,13:40:12,23600,PE,BUY PE,36.7,23662.50,154.60,23616.0,23686.0,9.0,,0.00,0.00,,0.0,0.00,0.00,0,BUY PE,BUY PE,BUY PE
EXIT,2026-05-21,13:40:12,23600,PE,BUY PE,36.7,23662.50,154.60,23616.0,23686.0,9.0,13:41:12,23662.50,154.60,FLIP,1.0,0.00,0.00,0,BUY PE,BUY PE,BUY PE
OPEN,2026-05-21,13:41:12,23700,CE,BUY CE,36.3,23669.35,140.80,23714.0,23647.0,18.0,,0.00,0.00,,0.0,0.00,0.00,0,BUY PE,BUY CE,NO TRADE
EXIT,2026-05-21,13:41:12,23700,CE,BUY CE,36.3,23669.35,140.80,23714.0,23647.0,18.0,13:42:12,23669.35,140.80,FLIP,1.0,0.00,0.00,0,BUY PE,BUY CE,NO TRADE
OPEN,2026-05-21,13:42:12,23650,PE,BUY PE,36.2,23685.40,178.60,23638.0,23709.0,9.0,,0.00,0.00,,0.0,0.00,0.00,0,BUY PE,BUY CE,BUY PE
EXIT,2026-05-21,13:42:12,23650,PE,BUY PE,36.2,23685.40,178.60,23638.0,23709.0,9.0,13:43:12,23685.40,178.60,FLIP,1.0,0.00,0.00,0,BUY PE,BUY CE,BUY PE
OPEN,2026-05-21,13:43:12,23750,CE,BUY CE,37.5,23676.15,125.65,23723.0,23653.0,18.0,,0.00,0.00,,0.0,0.00,0.00,0,BUY PE,BUY CE,BUY PE
EXIT,2026-05-21,13:43:12,23750,CE,BUY CE,37.5,23676.15,125.65,23723.0,23653.0,18.0,13:46:12,23683.10,126.00,FLIP,3.0,0.03,0.28,23,BUY PE,BUY CE,BUY PE
OPEN,2026-05-21,13:46:12,23650,PE,BUY PE,36.1,23686.10,169.00,23641.0,23709.0,9.0,,0.00,0.00,,0.0,0.00,0.00,0,BUY PE,BUY CE,NO TRADE
EXIT,2026-05-21,13:46:12,23650,PE,BUY PE,36.1,23686.10,169.00,23641.0,23709.0,9.0,13:47:12,23686.10,169.00,FLIP,1.0,0.00,0.00,0,BUY PE,BUY CE,NO TRADE
OPEN,2026-05-21,13:47:12,23750,CE,BUY CE,37.0,23684.60,126.00,23730.0,23662.0,18.0,,0.00,0.00,,0.0,0.00,0.00,0,BUY PE,BUY CE,NO TRADE
OPEN,2026-05-21,13:50:12,23700,CE,BUY CE,37.2,23663.75,148.45,23711.0,23640.0,18.0,,0.00,0.00,,0.0,0.00,0.00,0,BUY CE,BUY CE,NO TRADE
EXIT,2026-05-21,13:47:12,23750,CE,BUY CE,37.0,23684.60,126.00,23730.0,23662.0,18.0,13:51:12,23663.75,125.85,FLIP,4.0,-0.09,-0.12,-10,BUY PE,BUY CE,NO TRADE
EXIT,2026-05-21,13:50:12,23700,CE,BUY CE,37.2,23663.75,148.45,23711.0,23640.0,18.0,13:51:12,23663.75,148.45,FLIP,1.0,0.00,0.00,0,BUY CE,BUY CE,NO TRADE
OPEN,2026-05-21,13:51:12,23600,PE,BUY PE,38.6,23661.55,144.20,23616.0,23685.0,9.0,,0.00,0.00,,0.0,0.00,0.00,0,BUY PE,BUY PE,NO TRADE
EXIT,2026-05-21,13:51:12,23600,PE,BUY PE,38.6,23661.55,144.20,23616.0,23685.0,9.0,14:01:12,23658.15,149.00,TIMEOUT,10.0,0.01,3.33,312,BUY PE,BUY PE,NO TRADE
OPEN,2026-05-21,14:02:12,23600,PE,BUY PE,40.3,23652.30,149.00,23604.0,23676.0,9.0,,0.00,0.00,,0.0,0.00,0.00,0,BUY PE,BUY PE,BUY PE
EXIT,2026-05-21,14:02:12,23600,PE,BUY PE,40.3,23652.30,149.00,23604.0,23676.0,9.0,14:12:12,23646.90,162.40,TIMEOUT,10.0,0.02,8.99,871,BUY PE,BUY PE,BUY PE
OPEN,2026-05-21,14:13:12,23600,PE,BUY PE,36.2,23660.85,162.40,23614.0,23684.0,9.0,,0.00,0.00,,0.0,0.00,0.00,0,BUY CE,BUY PE,BUY PE
EXIT,2026-05-21,14:13:12,23600,PE,BUY PE,36.2,23660.85,162.40,23614.0,23684.0,9.0,14:22:12,23668.85,162.40,TIMEOUT,9.0,-0.03,0.00,0,BUY CE,BUY PE,BUY PE
OPEN,2026-05-21,14:23:12,23600,PE,BUY PE,35.5,23668.05,156.10,23623.0,23691.0,9.0,,0.00,0.00,,0.0,0.00,0.00,0,BUY CE,BUY PE,NO TRADE
EXIT,2026-05-21,14:23:12,23600,PE,BUY PE,35.5,23668.05,156.10,23623.0,23691.0,9.0,14:25:12,23669.90,156.10,FLIP,2.0,-0.01,0.00,0,BUY CE,BUY PE,NO TRADE
OPEN,2026-05-21,14:25:12,23700,CE,BUY CE,35.2,23671.75,144.80,23717.0,23649.0,18.0,,0.00,0.00,,0.0,0.00,0.00,0,NO TRADE,BUY CE,NO TRADE
OPEN,2026-05-21,14:27:12,23750,CE,BUY CE,36.2,23675.05,123.00,23718.0,23654.0,18.0,,0.00,0.00,,0.0,0.00,0.00,0,NO TRADE,BUY CE,NO TRADE
EXIT,2026-05-21,14:27:12,23750,CE,BUY CE,36.2,23675.05,123.00,23718.0,23654.0,18.0,14:28:12,23675.05,123.00,FLIP,1.0,0.00,0.00,0,NO TRADE,BUY CE,NO TRADE
EXIT,2026-05-21,14:25:12,23700,CE,BUY CE,35.2,23671.75,144.80,23717.0,23649.0,18.0,14:28:12,23675.05,144.75,FLIP,3.0,0.01,-0.03,-3,NO TRADE,BUY CE,NO TRADE
OPEN,2026-05-21,14:28:12,23600,PE,BUY PE,36.1,23663.85,149.05,23620.0,23686.0,9.0,,0.00,0.00,,0.0,0.00,0.00,0,BUY PE,BUY PE,NO TRADE
EXIT,2026-05-21,14:28:12,23600,PE,BUY PE,36.1,23663.85,149.05,23620.0,23686.0,9.0,14:32:12,23664.90,162.55,FLIP,4.0,-0.00,9.06,878,BUY PE,BUY PE,NO TRADE
OPEN,2026-05-21,14:32:12,23750,CE,BUY CE,36.4,23678.35,114.95,23725.0,23655.0,18.0,,0.00,0.00,,0.0,0.00,0.00,0,BUY CE,BUY PE,BUY CE
OPEN,2026-05-21,14:33:12,23700,CE,BUY CE,38.1,23659.55,139.10,23708.0,23636.0,18.0,,0.00,0.00,,0.0,0.00,0.00,0,BUY CE,BUY CE,BUY CE
EXIT,2026-05-21,14:32:12,23750,CE,BUY CE,36.4,23678.35,114.95,23725.0,23655.0,18.0,14:34:12,23659.55,118.45,FLIP,2.0,-0.08,3.04,228,BUY CE,BUY PE,BUY CE
EXIT,2026-05-21,14:33:12,23700,CE,BUY CE,38.1,23659.55,139.10,23708.0,23636.0,18.0,14:34:12,23659.55,139.10,FLIP,1.0,0.00,0.00,0,BUY CE,BUY CE,BUY CE
OPEN,2026-05-21,14:34:12,23600,PE,BUY PE,38.9,23654.80,159.00,23607.0,23679.0,9.0,,0.00,0.00,,0.0,0.00,0.00,0,BUY PE,BUY PE,BUY PE
OPEN,2026-05-21,14:37:12,23650,PE,BUY PE,37.8,23675.85,184.75,23629.0,23699.0,9.0,,0.00,0.00,,0.0,0.00,0.00,0,BUY CE,BUY PE,BUY CE
EXIT,2026-05-21,14:34:12,23600,PE,BUY PE,38.9,23654.80,159.00,23607.0,23679.0,9.0,14:41:12,23663.75,150.85,FLIP,7.0,-0.04,-5.13,-530,BUY PE,BUY PE,BUY PE
EXIT,2026-05-21,14:37:12,23650,PE,BUY PE,37.8,23675.85,184.75,23629.0,23699.0,9.0,14:41:12,23663.75,174.55,FLIP,4.0,0.05,-5.52,-663,BUY CE,BUY PE,BUY CE
OPEN,2026-05-21,14:41:12,23700,CE,BUY CE,38.2,23665.75,142.25,23711.0,23643.0,18.0,,0.00,0.00,,0.0,0.00,0.00,0,BUY CE,BUY CE,BUY CE
EXIT,2026-05-21,14:41:12,23700,CE,BUY CE,38.2,23665.75,142.25,23711.0,23643.0,18.0,14:42:12,23665.75,142.25,FLIP,1.0,0.00,0.00,0,BUY CE,BUY CE,BUY CE
OPEN,2026-05-21,14:42:12,23650,PE,BUY PE,38.5,23689.90,175.20,23643.0,23713.0,9.0,,0.00,0.00,,0.0,0.00,0.00,0,BUY CE,BUY PE,BUY CE
OPEN,2026-05-21,14:46:12,23600,PE,BUY PE,39.8,23673.10,148.90,23626.0,23697.0,9.0,,0.00,0.00,,0.0,0.00,0.00,0,BUY PE,BUY PE,BUY PE
EXIT,2026-05-21,14:42:12,23650,PE,BUY PE,38.5,23689.90,175.20,23643.0,23713.0,9.0,14:51:12,23689.20,170.50,TIMEOUT,9.0,0.00,-2.68,-305,BUY CE,BUY PE,BUY CE
OPEN,2026-05-21,14:52:12,23650,PE,BUY PE,38.4,23694.15,170.50,23646.0,23718.0,9.0,,0.00,0.00,,0.0,0.00,0.00,0,BUY CE,BUY PE,BUY PE
EXIT,2026-05-21,14:46:12,23600,PE,BUY PE,39.8,23673.10,148.90,23626.0,23697.0,9.0,14:55:12,23688.10,144.80,TIMEOUT,9.0,-0.06,-2.75,-266,BUY PE,BUY PE,BUY PE
EXIT,2026-05-21,14:52:12,23650,PE,BUY PE,38.4,23694.15,170.50,23646.0,23718.0,9.0,14:58:12,23683.80,169.25,FLIP,6.0,0.04,-0.73,-81,BUY CE,BUY PE,BUY PE
OPEN,2026-05-21,14:58:12,23750,CE,BUY CE,37.7,23685.30,124.35,23732.0,23662.0,18.0,,0.00,0.00,,0.0,0.00,0.00,0,BUY CE,BUY PE,BUY PE
EXIT,2026-05-21,14:58:12,23750,CE,BUY CE,37.7,23685.30,124.35,23732.0,23662.0,18.0,14:59:12,23685.30,124.35,FLIP,1.0,0.00,0.00,0,BUY CE,BUY PE,BUY PE
OPEN,2026-05-21,14:59:12,23600,PE,BUY PE,38.6,23674.30,146.05,23626.0,23698.0,9.0,,0.00,0.00,,0.0,0.00,0.00,0,BUY CE,BUY PE,BUY CE
EXIT,2026-05-21,14:59:12,23600,PE,BUY PE,38.6,23674.30,146.05,23626.0,23698.0,9.0,15:00:12,23674.30,146.05,FLIP,1.0,0.00,0.00,0,BUY CE,BUY PE,BUY CE
OPEN,2026-05-21,15:00:12,23700,CE,BUY CE,50.1,23684.65,149.05,23733.0,23661.0,29.0,,0.00,0.00,,0.0,0.00,0.00,0,BUY CE,BUY CE,BUY CE
OPEN,2026-05-21,15:02:12,23650,CE,BUY CE,48.5,23663.10,172.80,23711.0,23639.0,27.0,,0.00,0.00,,0.0,0.00,0.00,0,BUY CE,BUY CE,BUY PE
EXIT,2026-05-21,15:00:12,23700,CE,BUY CE,50.1,23684.65,149.05,23733.0,23661.0,29.0,15:03:12,23653.40,138.00,SL,3.0,-0.13,-7.41,-718,BUY CE,BUY CE,BUY CE
OPEN,2026-05-21,15:09:12,23700,CE,BUY CE,44.9,23649.75,145.20,23701.0,23624.0,18.0,,0.00,0.00,,0.0,0.00,0.00,0,BUY CE,BUY CE,BUY PE
EXIT,2026-05-21,15:09:12,23700,CE,BUY CE,44.9,23649.75,145.20,23701.0,23624.0,18.0,15:13:12,23651.05,136.45,FLIP,4.0,0.01,-6.03,-569,BUY CE,BUY CE,BUY PE
EXIT,2026-05-21,15:02:12,23650,CE,BUY CE,48.5,23663.10,172.80,23711.0,23639.0,27.0,15:13:12,23651.05,158.95,FLIP,11.0,-0.05,-8.02,-900,BUY CE,BUY CE,BUY PE
OPEN,2026-05-21,15:13:12,23650,PE,BUY PE,45.5,23649.20,185.75,23600.0,23674.0,9.0,,0.00,0.00,,0.0,0.00,0.00,0,BUY CE,BUY PE,BUY PE
EXIT,2026-05-21,15:13:12,23650,PE,BUY PE,45.5,23649.20,185.75,23600.0,23674.0,9.0,15:14:12,23649.20,185.75,FLIP,1.0,0.00,0.00,0,BUY CE,BUY PE,BUY PE
OPEN,2026-05-21,15:14:12,23700,CE,BUY CE,44.8,23655.05,139.85,23704.0,23631.0,15.0,,0.00,0.00,,0.0,0.00,0.00,0,BUY CE,BUY PE,BUY PE
EXIT,2026-05-21,15:14:12,23700,CE,BUY CE,44.8,23655.05,139.85,23704.0,23631.0,15.0,15:15:12,23655.05,139.85,FLIP,1.0,0.00,0.00,0,BUY CE,BUY PE,BUY PE
OPEN,2026-05-21,15:15:12,23650,PE,BUY PE,45.3,23641.35,180.85,23590.0,23667.0,9.0,,0.00,0.00,,0.0,0.00,0.00,0,BUY CE,BUY PE,BUY PE
OPEN,2026-05-21,15:16:12,23600,PE,BUY PE,44.8,23649.45,158.30,23600.0,23674.0,9.0,,0.00,0.00,,0.0,0.00,0.00,0,BUY CE,BUY PE,BUY PE
EXIT,2026-05-21,15:16:12,23600,PE,BUY PE,44.8,23649.45,158.30,23600.0,23674.0,9.0,15:17:12,23649.45,158.30,FLIP,1.0,0.00,0.00,0,BUY CE,BUY PE,BUY PE
EXIT,2026-05-21,15:15:12,23650,PE,BUY PE,45.3,23641.35,180.85,23590.0,23667.0,9.0,15:17:12,23649.45,183.00,FLIP,2.0,-0.03,1.19,140,BUY CE,BUY PE,BUY PE
OPEN,2026-05-21,15:17:12,23650,CE,BUY CE,45.2,23634.35,160.10,23683.0,23610.0,12.0,,0.00,0.00,,0.0,0.00,0.00,0,BUY PE,BUY CE,BUY PE
OPEN,2026-05-21,15:18:12,23700,CE,BUY CE,44.9,23633.95,137.35,23683.0,23609.0,11.0,,0.00,0.00,,0.0,0.00,0.00,0,BUY PE,BUY CE,BUY PE
EXIT,2026-05-21,15:18:12,23700,CE,BUY CE,44.9,23633.95,137.35,23683.0,23609.0,11.0,15:29:12,23640.75,140.75,TIMEOUT,11.0,0.03,2.48,221,BUY PE,BUY CE,BUY PE
EXIT,2026-05-21,15:17:12,23650,CE,BUY CE,45.2,23634.35,160.10,23683.0,23610.0,12.0,15:30:12,23648.60,162.75,EOD,13.0,0.06,1.66,172,BUY PE,BUY CE,BUY PE
OPEN,2026-05-22,09:00:12,23600,PE,BUY PE,39.1,23654.70,159.15,23607.0,23679.0,9.0,,0.00,0.00,,0.0,0.00,0.00,0,BUY PE,BUY PE,BUY PE
EXIT,2026-05-22,09:00:12,23600,PE,BUY PE,39.1,23654.70,159.15,23607.0,23679.0,9.0,09:09:12,23671.20,159.15,TIMEOUT,9.0,-0.07,0.00,0,BUY PE,BUY PE,BUY PE
OPEN,2026-05-22,09:10:12,23600,PE,BUY PE,38.7,23671.20,159.15,23621.0,23696.0,9.0,,0.00,0.00,,0.0,0.00,0.00,0,BUY PE,BUY PE,BUY PE
OPEN,2026-05-22,09:16:12,23700,PE,BUY PE,46.8,23685.00,0.00,23633.0,23711.0,9.0,,0.00,0.00,,0.0,0.00,0.00,0,BUY PE,BUY PE,NO TRADE
EXIT,2026-05-22,09:10:12,23600,PE,BUY PE,38.7,23671.20,159.15,23621.0,23696.0,9.0,09:20:12,23706.50,118.35,SL,10.0,-0.15,-25.64,-2652,BUY PE,BUY PE,BUY PE
EXIT,2026-05-22,09:16:12,23700,PE,BUY PE,46.8,23685.00,0.00,23633.0,23711.0,9.0,09:21:12,23718.45,162.00,SL,5.0,-0.14,0.00,0,BUY PE,BUY PE,NO TRADE
OPEN,2026-05-22,09:22:12,23750,PE,BUY PE,49.5,23735.30,188.60,23681.0,23762.0,9.0,,0.00,0.00,,0.0,0.00,0.00,0,BUY PE,BUY PE,BUY PE
EXIT,2026-05-22,09:22:12,23750,PE,BUY PE,49.5,23735.30,188.60,23681.0,23762.0,9.0,09:31:12,23748.55,162.85,TIMEOUT,9.0,-0.06,-13.65,-1674,BUY PE,BUY PE,BUY PE
OPEN,2026-05-22,09:32:12,23750,PE,BUY PE,46.9,23748.00,162.85,23694.0,23775.0,9.0,,0.00,0.00,,0.0,0.00,0.00,0,BUY PE,BUY PE,NO TRADE
OPEN,2026-05-22,09:34:12,23700,PE,BUY PE,42.6,23748.95,135.60,23694.0,23776.0,9.0,,0.00,0.00,,0.0,0.00,0.00,0,BUY PE,BUY PE,BUY PE
EXIT,2026-05-22,09:32:12,23750,PE,BUY PE,46.9,23748.00,162.85,23694.0,23775.0,9.0,09:42:12,23740.85,153.45,TIMEOUT,10.0,0.03,-5.77,-611,BUY PE,BUY PE,NO TRADE
EXIT,2026-05-22,09:34:12,23700,PE,BUY PE,42.6,23748.95,135.60,23694.0,23776.0,9.0,09:44:12,23764.40,143.85,TIMEOUT,10.0,-0.07,6.08,536,BUY PE,BUY PE,BUY PE
OPEN,2026-05-22,09:45:12,23700,PE,BUY PE,39.5,23754.15,143.85,23698.0,23782.0,9.0,,0.00,0.00,,0.0,0.00,0.00,0,BUY PE,BUY PE,BUY PE
OPEN,2026-05-22,09:53:12,23750,PE,BUY PE,43.0,23782.70,146.15,23726.0,23811.0,9.0,,0.00,0.00,,0.0,0.00,0.00,0,BUY PE,BUY PE,BUY PE
EXIT,2026-05-22,09:45:12,23700,PE,BUY PE,39.5,23754.15,143.85,23698.0,23782.0,9.0,09:53:12,23782.70,125.75,SL,8.0,-0.12,-12.58,-1176,BUY PE,BUY PE,BUY PE
OPEN,2026-05-22,09:56:12,23700,PE,BUY PE,36.9,23770.50,121.55,23717.0,23798.0,9.0,,0.00,0.00,,0.0,0.00,0.00,0,BUY PE,BUY PE,BUY PE
EXIT,2026-05-22,09:53:12,23750,PE,BUY PE,43.0,23782.70,146.15,23726.0,23811.0,9.0,10:03:12,23779.75,136.65,TIMEOUT,10.0,0.01,-6.50,-618,BUY PE,BUY PE,BUY PE
EXIT,2026-05-22,09:56:12,23700,PE,BUY PE,36.9,23770.50,121.55,23717.0,23798.0,9.0,10:06:12,23770.55,126.70,TIMEOUT,10.0,-0.00,4.24,335,BUY PE,BUY PE,BUY PE
OPEN,2026-05-22,13:53:12,23850,CE,BUY CE,35.6,23798.70,124.50,23829.0,23784.0,18.0,,0.00,0.00,,0.0,0.00,0.00,0,NO TRADE,BUY CE,NO TRADE
EXIT,2026-05-22,13:53:12,23850,CE,BUY CE,35.6,23798.70,124.50,23829.0,23784.0,18.0,14:03:12,23782.60,119.95,SL,10.0,-0.07,-3.65,-296,NO TRADE,BUY CE,NO TRADE
OPEN,2026-05-22,14:04:12,23850,CE,BUY CE,37.0,23777.75,111.90,23809.0,23762.0,18.0,,0.00,0.00,,0.0,0.00,0.00,0,BUY CE,BUY PE,NO TRADE
OPEN,2026-05-22,14:05:12,23800,CE,BUY CE,38.9,23753.75,135.30,23788.0,23737.0,18.0,,0.00,0.00,,0.0,0.00,0.00,0,BUY CE,BUY PE,BUY CE
EXIT,2026-05-22,14:04:12,23850,CE,BUY CE,37.0,23777.75,111.90,23809.0,23762.0,18.0,14:05:12,23753.75,112.35,SL,1.0,-0.10,0.40,29,BUY CE,BUY PE,NO TRADE
EXIT,2026-05-22,14:05:12,23800,CE,BUY CE,38.9,23753.75,135.30,23788.0,23737.0,18.0,14:06:12,23753.75,135.30,FLIP,1.0,0.00,0.00,0,BUY CE,BUY PE,BUY CE
OPEN,2026-05-22,14:06:12,23700,PE,BUY PE,37.5,23756.55,103.25,23723.0,23774.0,9.0,,0.00,0.00,,0.0,0.00,0.00,0,BUY CE,BUY PE,BUY CE
OPEN,2026-05-22,14:09:12,23750,PE,BUY PE,38.0,23781.50,139.85,23746.0,23800.0,9.0,,0.00,0.00,,0.0,0.00,0.00,0,BUY CE,BUY PE,BUY CE
